,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
56980,6512,URKK,medium_airport,Krasnodar Pashkovsky International Airport,45.034698486328,39.170501708984,118.0,EU,RU,RU-KDA,Krasnodar,yes,URKK,KRR,,http://basel.aero/en/krasnodar/,https://en.wikipedia.org/wiki/Pashkovsky_Airport,"Pashkovskiy Airport, Pashkovsky Airport"
56986,6513,URML,medium_airport,Uytash Airport,42.81679916381836,47.65230178833008,12.0,EU,RU,RU-DA,Makhachkala,yes,URML,MCX,,,https://en.wikipedia.org/wiki/Uytash_airport,
56987,6514,URMM,medium_airport,Mineralnyye Vody Airport,44.22510147094727,43.08190155029297,1054.0,EU,RU,RU-STA,Mineralnyye Vody,yes,URMM,MRV,,,https://en.wikipedia.org/wiki/Mineralnye_Vody_Airport,
56988,6515,URMN,medium_airport,Nalchik Airport,43.51290130615234,43.636600494384766,1461.0,EU,RU,RU-KB,Nalchik,yes,URMN,NAL,,,https://en.wikipedia.org/wiki/Nalchik_Airport,
56989,6516,URMO,medium_airport,Beslan Airport,43.2051010132,44.6066017151,1673.0,EU,RU,RU-SE,Beslan,yes,URMO,OGZ,,,https://en.wikipedia.org/wiki/Beslan_Airport,"Vladikavkaz Airport, Аэропорт Беслан, Аэропорт Владикавказ"
56991,43689,URMS,medium_airport,Magas Airport,43.3222999573,45.0125999451,1165.0,EU,RU,RU-IN,Magas,yes,URMS,IGT,,,https://en.wikipedia.org/wiki/Magas_Airport,"Sleptsovskaya Airport, Ingushetiya Airport, Ingushetia Airport, Аэропорт Магас, Аэропорт Слепцовская, Аэропорт Ингушетия, Nazran"
56992,6517,URMT,medium_airport,Stavropol Shpakovskoye Airport,45.10919952392578,42.11280059814453,1486.0,EU,RU,RU-STA,Stavropol,yes,URMT,STW,,,https://en.wikipedia.org/wiki/Stavropol_Shpakovskoye_Airport,
56998,326363,URRP,large_airport,Platov International Airport,47.493888,39.924722,213.0,EU,RU,RU-ROS,Rostov-on-Don,yes,URRP,ROV,,,https://en.wikipedia.org/wiki/Platov_International_Airport,"УРРП, Международный аэропорт Платов"
56999,6518,URRR,closed,Rostov-on-Don Airport,47.258203,39.8181,280.0,EU,RU,RU-ROS,Rostov-on-Don,no,URRR,RVI,,http://rnd-airport.ru/,https://en.wikipedia.org/wiki/Rostov-on-Don_Airport,"ROV, Аэропорт Ростов-на-Дону, Rostov-na-Donu Airport"
57001,44865,URRT,medium_airport,Taganrog Yuzhny Airport,47.1983333,38.8491667,117.0,EU,RU,RU-ROS,Taganrog,yes,URRT,TGK,,http://www.beriev.com/rus/airport.html,https://ru.wikipedia.org/wiki/Таганрог-Южный_(аэропорт),"Taganrog South Airport, Аэропорт Таганрог Южный"
57003,43678,URRY,closed,Volgodonsk Airport,47.682098,42.0728,276.0,EU,RU,RU-ROS,,no,URRQ,VLK,,,,"Tsimlyansk Airport, Аэропорт Волгодонск, Аэропорт Цимлянск"
57004,6519,URSS,large_airport,Sochi International Airport,43.449902,39.9566,89.0,EU,RU,RU-KDA,Sochi,yes,URSS,AER,,http://basel.aero/en/sochi/,https://en.wikipedia.org/wiki/Sochi_International_Airport,"Adler Airport, Black Sea, Международный Аэропорт Сочи"
57005,6520,URWA,medium_airport,Astrakhan Airport,46.2832984924,48.0063018799,-65.0,EU,RU,RU-AST,Astrakhan,yes,URWA,ASF,,http://xn--80aaaa9dcahhdbllc1cxhc.xn--p1ai/,https://en.wikipedia.org/wiki/Narimanovo_Airport,"Astrahan Airport, Narimanovo Airport, Аэропорт Астрахань, Аэропорт Нариманово"
57006,6521,URWI,medium_airport,Elista Airport,46.3739013671875,44.33089828491211,501.0,EU,RU,RU-KL,Elista,yes,URWI,ESL,,,https://en.wikipedia.org/wiki/Elista_Airport,
57007,6522,URWW,medium_airport,Volgograd International Airport,48.782501220703125,44.34550094604492,482.0,EU,RU,RU-VGG,Volgograd,yes,URWW,VOG,,,https://en.wikipedia.org/wiki/Volgograd_International_Airport,"Gumrak Airport, Аэропорт Волгоград, Аэропорт Гумрак"
57106,46474,US-0099,closed,Havasu Airpark,34.457279,-114.364114,,,US,US-AZ,Lake Havasu City,no,,LHU,LHU,,,Lake Havasu City Municipal Airport
57378,321938,US-0370,seaplane_base,Cape Air Seaplanes on Boston Harbor Seaplane Base,42.352502,-71.025832,0.0,,US,US-MA,Boston,no,MA87,BNH,MA87,,,
57579,324440,US-0571,medium_airport,Williston Basin International Airport,48.258387,-103.748797,2344.0,,US,US-ND,Williston,yes,KXWA,XWA,XWA,http://www.xwaproject.com/,https://en.wikipedia.org/wiki/Williston_Basin_International_Airport,
58008,18358,US-0F3,small_airport,Spirit Lake Municipal Airport,43.387500762939,-95.139198303223,1434.0,,US,US-IA,Spirit Lake,no,,RTL,0F3,,https://en.wikipedia.org/wiki/Spirit_Lake_Municipal_Airport,
62162,38690,US-BPA,closed,Grumman Bethpage Airport,40.7494010925,-73.4960021973,115.0,,US,US-NY,Bethpage,no,,BPA,,,,
62186,26370,USCC,medium_airport,Chelyabinsk Balandino Airport,55.305801,61.5033,769.0,EU,RU,RU-CHE,Chelyabinsk,yes,USCC,CEK,,http://cekport.ru/,https://en.wikipedia.org/wiki/Chelyabinsk_Airport,
62188,26371,USCM,medium_airport,Magnitogorsk International Airport,53.39310073852539,58.75569915771485,1430.0,EU,RU,RU-BA,Magnitogorsk,yes,USCM,MQF,,,https://en.wikipedia.org/wiki/Magnitogorsk_International_Airport,
62190,327554,USDA,medium_airport,Sabetta International Airport,71.219167,72.052222,46.0,EU,RU,RU-YAN,Sabetta,yes,USDA,SBT,,,https://en.wikipedia.org/wiki/Sabetta_International_Airport,
62191,343470,USDB,medium_airport,Bovanenkovo,70.315278,68.333611,,EU,RU,RU-YAN,Bovanenkovo gas field,yes,USDB,BVJ,,https://avia.gazprom.com/about/airports/bovanenkovo/,https://en.wikipedia.org/wiki/Bovanenkovo_Airport,"HELIOPS,GAZPROM,LNG"
62192,26372,USDD,medium_airport,Salekhard Airport,66.5907974243164,66.61100006103516,218.0,AS,RU,RU-YAN,Salekhard,yes,USDD,SLY,,,https://en.wikipedia.org/wiki/Salekhard_Airport,
62195,32551,USDK,small_airport,Mys Kamenny Airport,68.471742,73.590993,98.0,EU,RU,RU-YAN,Mys Kamennyi,no,USDK,YMK,,,,Аэропорт Мыс Каменный
62198,45048,USDP,small_airport,Krasnoselkup Airport,65.717,82.455,101.0,EU,RU,RU-YAN,Krasnoselkup,no,USDP,KKQ,,,,Аэропорт Красноселькуп
62200,32552,USDS,small_airport,Tarko-Sale Airport,64.9308013916,77.81809997559999,82.0,AS,RU,RU-YAN,Tarko-Sale,no,USDS,TQL,,,,
62202,44860,USDU,small_airport,Urengoy Airport,65.9599990845,78.43699646,56.0,EU,RU,RU-YAN,Urengoy,no,USDU,UEN,,,,Аэропорт Уренгой
62204,43693,USHB,medium_airport,Berezovo Airport,63.92100143432617,65.03050231933594,98.0,AS,RU,RU-KHM,,no,USHB,EZV,,,,"Beryozovo Airport, Аэропорт Березово, Аэропорт Берёзово"
62205,26373,USHH,medium_airport,Khanty Mansiysk Airport,61.02849960327149,69.08609771728516,76.0,AS,RU,RU-KHM,Khanty-Mansiysk,yes,USHH,HMA,,,https://en.wikipedia.org/wiki/Khanty-Mansiysk_Airport,
62206,43688,USHI,small_airport,Igrim Airport,63.1987991333,64.4393005371,79.0,AS,RU,RU-KHM,,no,USHI,IRM,,,,Аэропорт Игрим
62209,42944,USHN,medium_airport,Nyagan Airport,62.110001,65.614998,361.0,EU,RU,RU-KHM,Nyagan,yes,USHN,NYA,,,https://en.wikipedia.org/wiki/Nyagan_Airport,"УСХН, Аэропорт Нягань"
62210,32554,USHS,medium_airport,Sovetskiy Airport,61.326622009277344,63.60191345214844,351.0,AS,RU,RU-KHM,Sovetskiy,yes,USHS,OVS,,,https://en.wikipedia.org/wiki/Sovetsky_Tyumenskaya,"Sovyetskiy Airport, Sovyetsky Airport, Sovetsky Airport, Аэропорт Советский"
62211,32548,USHU,medium_airport,Uray Airport,60.10329818725586,64.82669830322266,190.0,AS,RU,RU-KHM,Uray,yes,USHU,URJ,,,https://en.wikipedia.org/wiki/Uray_Airport,Urai
62212,43692,USHY,medium_airport,Beloyarskiy Airport,63.686901,66.698601,82.0,EU,RU,RU-KHM,,yes,USHQ,EYK,,,https://en.wikipedia.org/wiki/Beloyarsk_Airport,"Beloyarsky Airport, Аэропорт Белоярский, УСХЯ"
62213,31670,USII,medium_airport,Izhevsk Airport,56.82809829711914,53.45750045776367,531.0,EU,RU,RU-UD,Izhevsk,yes,USII,IJK,,,https://en.wikipedia.org/wiki/Izhevsk_Airport,Аэропорт Ижевск
62214,42945,USKK,medium_airport,Pobedilovo Airport,58.503883,49.347831,479.0,EU,RU,RU-KIR,Kirov,yes,USKK,KVX,,http://www.pobedilovo.com/,https://en.wikipedia.org/wiki/Pobedilovo_Airport,Аэропорт Победилово
62215,35175,USMM,medium_airport,Nadym Airport,65.48090362548828,72.69889831542969,49.0,AS,RU,RU-YAN,Nadym,yes,USMM,NYM,,,https://en.wikipedia.org/wiki/Nadym_Airport,Аэропорт Надым
62216,32057,USMU,medium_airport,Novy Urengoy Airport,66.06939697265625,76.52030181884766,210.0,AS,RU,RU-YAN,Novy Urengoy,yes,USMU,NUX,,,https://en.wikipedia.org/wiki/Novy_Urengoy_Airport,
62217,26374,USNN,medium_airport,Nizhnevartovsk Airport,60.94929885864258,76.48359680175781,177.0,AS,RU,RU-KHM,Nizhnevartovsk,yes,USNN,NJC,,,https://en.wikipedia.org/wiki/Nizhnevartovsk_Airport,
62218,32197,USNR,closed,Raduzhny Airport,62.1585998535,77.32890319820001,250.0,AS,RU,RU-KHM,Raduzhnyi,yes,USNR,RAT,,,https://en.wikipedia.org/wiki/Raduzhny_Airport,
62219,316934,USO,closed,Usino Airport,-5.5276,145.371,430.0,OC,PG,PG-MPM,Usino,no,,USO,,,,Usini
62221,26375,USPP,medium_airport,Perm International Airport,57.914501,56.021198,404.0,EU,RU,RU-PER,Perm,yes,USPP,PEE,,http://www.aviaperm.ru/,https://en.wikipedia.org/wiki/Perm_International_Airport,Bolshoye Savino
62224,26376,USRK,medium_airport,Kogalym International Airport,62.19039916992188,74.53379821777344,220.0,AS,RU,RU-KHM,Kogalym,yes,USRK,KGP,,,https://en.wikipedia.org/wiki/Kogalym_International_Airport,
62225,42943,USRN,medium_airport,Nefteyugansk Airport,61.10829925537109,72.6500015258789,115.0,AS,RU,RU-KHM,Nefteyugansk,yes,USRN,NFG,,http://www.nuatc.ru/,https://en.wikipedia.org/wiki/Nefteyugansk_Airport,Аэропорт Нефтеюганск
62226,35176,USRO,medium_airport,Noyabrsk Airport,63.18330001831055,75.2699966430664,446.0,AS,RU,RU-YAN,Noyabrsk,yes,USRO,NOJ,,,https://en.wikipedia.org/wiki/Noyabrsk_Airport,
62227,26377,USRR,medium_airport,Surgut Airport,61.34370040893555,73.40180206298828,200.0,AS,RU,RU-KHM,Surgut,yes,USRR,SGC,,,https://en.wikipedia.org/wiki/Surgut_Airport,
62231,26378,USSS,large_airport,Koltsovo Airport,56.743099212646,60.802700042725,764.0,AS,RU,RU-SVE,Yekaterinburg,yes,USSS,SVX,,http://www.koltsovo.ru/en/,https://en.wikipedia.org/wiki/Koltsovo_Airport,
62232,342469,USTJ,small_airport,Remezov Airport,58.058466,68.343392,167.0,EU,RU,RU-TYU,Tobolsk,no,USTJ,RMZ,,,,"Tobolsk New, Ремезова"
62234,32471,USTO,small_airport,Tobolsk Airport,58.13579940795898,68.23190307617188,167.0,AS,RU,RU-TYU,Tobolsk,no,USTO,TOX,,,,
62235,26379,USTR,medium_airport,Roshchino International Airport,57.1896018982,65.3243026733,378.0,AS,RU,RU-TYU,Tyumen,yes,USTR,TJM,,,https://en.wikipedia.org/wiki/Roschino_International_Airport,
62237,31773,USUU,medium_airport,Kurgan Airport,55.47529983520508,65.41560363769531,240.0,AS,RU,RU-KGN,Kurgan,yes,USUU,KRO,,,https://en.wikipedia.org/wiki/Kurgan_Airport,
62265,6393,UT1H,small_airport,Balkanabat Airport,39.480598,54.366001,5.0,AS,TM,TM-B,Balkanabat,yes,,BKN,,,https://en.wikipedia.org/wiki/Balkanabat_Airport,"Nebit Dag, Балканабат, UT1H"
62268,26417,UT1N,small_airport,Qarshi Airport,38.802246,65.773068,1230.0,AS,UZ,UZ-QA,Qarshi,no,UTSK,KSQ,UT1N,,https://en.wikipedia.org/wiki/Karshi_Airport,
62277,25268,UT25,small_airport,Monument Valley Airport,37.015868,-110.202031,5192.0,,US,US-UT,Goulding's Lodge,no,UT25,GMV,UT25,http://gouldings.com/new/wp-content/uploads/2010/09/Gouldings_Airport_Rules.pdf,,71V
62342,26380,UTAA,large_airport,Ashgabat International Airport,37.986801,58.361,692.0,AS,TM,TM-A,Ashgabat,yes,UTAA,ASB,,,https://en.wikipedia.org/wiki/Ashgabat_International_Airport,Saparmurat Turkmenbashy International Airport
62343,26381,UTAK,medium_airport,Turkmenbashi International Airport,40.063301,53.007198,279.0,AS,TM,TM-B,Turkmenbashi,yes,UTAK,KRW,,,https://en.wikipedia.org/wiki/Turkmenbashi_International_Airport,
62344,26382,UTAM,medium_airport,Mary International Airport,37.62353,61.895668,728.0,AS,TM,TM-M,Mary,yes,UTAM,MYP,,,https://en.wikipedia.org/wiki/Mary_International_Airport,
62345,26383,UTAT,medium_airport,Daşoguz Airport,41.759853,59.836149,272.0,AS,TM,TM-D,Daşoguz,yes,UTAT,TAZ,,,https://en.wikipedia.org/wiki/Da%C5%9Foguz_Airport,"Tashauz Airport, Dashkhovuz, Dashhowuz, Dashoguz, Dasoguz, Дашогуз"
62346,26384,UTAV,medium_airport,Türkmenabat International Airport,38.930662,63.563982,649.0,AS,TM,TM-L,Türkmenabat,yes,UTAV,CRZ,,,https://en.wikipedia.org/wiki/Turkmenabat_International_Airport,"Turkmenabad Airport, Chardzhou Airport, Аэропорт Туркменабат, Аэропорт Туркменабад , Аэропорт Чарджоу, چهارجوی"
62347,26385,UTDD,medium_airport,Dushanbe Airport,38.5433006287,68.8249969482,2575.0,AS,TJ,TJ-RR,Dushanbe,yes,UTDD,DYU,,,https://en.wikipedia.org/wiki/Dushanbe_Airport,
62348,6377,UTDK,medium_airport,Kulob Airport,37.98809814453125,69.80500030517578,2293.0,AS,TJ,TJ-KT,Kulyab,yes,UTDK,TJU,,,https://en.wikipedia.org/wiki/Kulob_Airport,
62349,26386,UTDL,medium_airport,Khujand Airport,40.215401,69.694702,1450.0,AS,TJ,TJ-SU,Khujand,yes,UTDL,LBD,,,https://en.wikipedia.org/wiki/Khudzhand_Airport,"Khodjend, Khodzhent, Leninabad, Khudzhand"
62350,32556,UTDT,medium_airport,Qurghonteppa International Airport,37.86640167236328,68.86470031738281,1473.0,AS,TJ,TJ-KT,Kurgan-Tyube,yes,UTDT,KQT,,,https://en.wikipedia.org/wiki/Qurghonteppa_International_Airport,Kurgan-Tube
62351,30672,UTKA,small_airport,Andizhan Airport,40.7276992798,72.2939987183,1515.0,AS,UZ,UZ-AN,Andizhan,yes,UTFA,AZN,,,https://en.wikipedia.org/wiki/Andizhan_Airport,"UTKA, Andijan Airport"
62352,31118,UTKF,small_airport,Fergana International Airport,40.3587989807,71.7450027466,1980.0,AS,UZ,UZ-FA,Fergana,yes,UTFF,FEG,,,https://en.wikipedia.org/wiki/Fergana_International_Airport,
62354,32038,UTKN,small_airport,Namangan Airport,40.9846000671,71.5567016602,1555.0,AS,UZ,UZ-NG,Namangan,yes,UTFN,NMA,,,https://en.wikipedia.org/wiki/Namangan_Airport,
62356,32013,UTNN,small_airport,Nukus Airport,42.488399505615234,59.62329864501953,246.0,AS,UZ,UZ-QR,Nukus,yes,UTNN,NCU,,,,
62358,26387,UTNU,medium_airport,Urgench Airport,41.58430099487305,60.641700744628906,320.0,AS,UZ,UZ-XO,Urgench,yes,UTNU,UGC,,,https://en.wikipedia.org/wiki/Urgench_Airport,
62359,32561,UTSA,small_airport,Navoi Airport,40.1171989440918,65.1707992553711,,AS,UZ,UZ-NW,Navoi,no,UTSA,NVI,,,,
62360,26388,UTSB,medium_airport,Bukhara Airport,39.775001525878906,64.4832992553711,751.0,AS,UZ,UZ-BU,Bukhara,yes,UTSB,BHK,,,https://en.wikipedia.org/wiki/Bukhara_Airport,Buhara Airport
62364,41685,UTSN,small_airport,Sugraly Airport,41.61389923095703,64.23320007324219,1396.0,AS,UZ,UZ-NW,Zarafshan,no,UTSN,AFS,,,,
62366,26390,UTSS,medium_airport,Samarkand Airport,39.70050048828125,66.98380279541016,2224.0,AS,UZ,UZ-SA,Samarkand,yes,UTSS,SKD,,,https://en.wikipedia.org/wiki/Samarkand_Airport,
62367,26391,UTST,medium_airport,Termez Airport,37.287261,67.311869,1027.0,AS,UZ,UZ-SU,Termez,yes,UTST,TMJ,,,https://en.wikipedia.org/wiki/Termez_Airport,
62370,26392,UTTT,large_airport,Tashkent International Airport,41.257900238,69.2811965942,1417.0,AS,UZ,UZ-TO,Tashkent,yes,UTTT,TAS,,,https://en.wikipedia.org/wiki/Tashkent_International_Airport,
62371,315193,UTU,small_airport,Ustupo Airport,9.1283,-77.9337,9.0,,PA,PA-KY,Ustupo,no,,UTU,,,https://en.wikipedia.org/wiki/Ustupo_Airport,
62372,31761,UUBA,medium_airport,Kostroma Sokerkino Airport,57.7969017029,41.0194015503,446.0,EU,RU,RU-KOS,Kostroma,yes,UUBA,KMW,,http://www.kmtn.ru/~koao/,https://en.wikipedia.org/wiki/Kostroma_Airport,Аэропорт Кострома Сокеркино
62373,30762,UUBB,closed,Bykovo Airport,55.617199,38.060001,427.0,EU,RU,RU-MOS,Moscow,no,UUBB,BKA,,,https://en.wikipedia.org/wiki/Bykovo_Airport,Аэропорт Быково
62374,42934,UUBC,medium_airport,Grabtsevo Airport,54.5499992371,36.3666687012,656.0,EU,RU,RU-KLU,Kaluga,no,UUBC,KLF,,,https://en.wikipedia.org/wiki/Grabtsevo_Airport,Аэропорт Грабцево
62376,31690,UUBI,medium_airport,Ivanovo South Airport,56.93939971923828,40.940799713134766,410.0,EU,RU,RU-IVA,Ivanovo,yes,UUBI,IWA,,,https://en.wikipedia.org/wiki/Ivanovo_Yuzhny_Airport,"Ivanovo Yuzhniy Airport, Ivanovo Yuzhny Airport, Аэропорт Иваново Южный"
62377,32241,UUBK,medium_airport,Staroselye Airport,58.10419845581055,38.92940139770508,423.0,EU,RU,RU-YAR,Rybinsk,yes,UUBK,RYB,,,https://en.wikipedia.org/wiki/Staroselye_Airport,Аэропорт Староселье
62381,26393,UUBP,medium_airport,Bryansk Airport,53.214199,34.176399,663.0,EU,RU,RU-BRY,Bryansk,yes,UUBP,BZK,,http://www.airport.bryansk.ru/,https://en.wikipedia.org/wiki/Bryansk_International_Airport,"Аэропорт Брянск, УУБП"
62383,42967,UUBW,large_airport,Zhukovsky International Airport,55.553299,38.150002,377.0,EU,RU,RU-MOS,Moscow,yes,UUBW,ZIA,,http://zia.aero/,https://en.wikipedia.org/wiki/Zhukovsky_International_Airport,"Аэропорт Раменское, Zhukovsky Air Base, Gromov Flight Research Institute, Лётно-исследовательский институт имени М. М. Громова, ЛИИ"
62384,26394,UUDD,large_airport,Domodedovo International Airport,55.40879821777344,37.90629959106445,588.0,EU,RU,RU-MOS,Moscow,yes,UUDD,DME,,http://www.domodedovo.ru/en/,https://en.wikipedia.org/wiki/Domodedovo_International_Airport,"MOW, Аэропорт Домоде́дово"
62385,26395,UUDL,small_airport,Tunoshna Airport,57.56069946289063,40.15739822387695,287.0,EU,RU,RU-YAR,,no,UUDL,IAR,,,https://en.wikipedia.org/wiki/Tunoshna,
62386,26396,UUEE,large_airport,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,yes,UUEE,SVO,,http://www.svo.aero/en/,https://en.wikipedia.org/wiki/Sheremetyevo_International_Airport,"MOW, Международный аэропорт Шереметьево, svo, sheremetyevo, moscow"
62388,26397,UUEM,medium_airport,Migalovo Air Base,56.82469940185547,35.7577018737793,469.0,EU,RU,RU-TVE,Tver,no,UUEM,KLD,,,https://en.wikipedia.org/wiki/Migalovo,
62392,34931,UUMO,medium_airport,Ostafyevo International Airport,55.511667,37.507222,568.0,EU,RU,RU-MOS,Moscow,no,UUMO,OSF,,http://eng.gazpromavia.ru/page20.shtml,https://en.wikipedia.org/wiki/Ostafievo_International_Airport,"Ostafievo, Междунаро́дный аэропо́рт «Оста́фьево», Gazprom"
62395,34969,UUMU,medium_airport,Chkalovskiy Air Base,55.8783,38.061699,499.0,EU,RU,RU-MOS,Moscow,no,UUMU,CKL,,,https://en.wikipedia.org/wiki/Chkalovsky_Airport,"Chkalovsky Airport, Аэродром Чкаловский"
62396,26398,UUOB,medium_airport,Belgorod International Airport,50.643798828125,36.5900993347168,735.0,EU,RU,RU-BEL,Belgorod,yes,UUOB,EGO,,,https://en.wikipedia.org/wiki/Belgorod_Airport,
62398,26399,UUOK,medium_airport,Kursk East Airport,51.7505989074707,36.29560089111328,686.0,EU,RU,RU-KRS,Kursk,yes,UUOK,URS,,,https://en.wikipedia.org/wiki/Kursk_Vostochny_Airport,Kursk Vostochny Airport
62399,31846,UUOL,medium_airport,Lipetsk Airport,52.70280075073242,39.53779983520508,584.0,EU,RU,RU-LIP,Lipetsk,yes,UUOL,LPK,,,https://en.wikipedia.org/wiki/Lipetsk_Airport,
62400,26400,UUOO,medium_airport,Voronezh International Airport,51.81420135498047,39.22959899902344,514.0,EU,RU,RU-VOR,Voronezh,yes,UUOO,VOZ,,,https://en.wikipedia.org/wiki/Voronezh_International_Airport,"Chertovitskoye Airport, Chertovitskoe Airport, Аэропорт Воронеж, Аэропорт Чертовицкое"
62402,32091,UUOR,medium_airport,Oryol Yuzhny Airport,52.9347000122,36.0022010803,656.0,EU,RU,RU-ORL,Orel,no,UUOR,OEL,,,,"Oryol South Airport, Orel Yuzhny Airport, Orel South Airport, Аэропорт Орёл Южный, Аэропорт Орел Южный"
62404,32427,UUOT,medium_airport,Donskoye Airport,52.806098937988,41.482799530029,413.0,EU,RU,RU-TAM,Tambov,no,UUOT,TBW,,,https://en.wikipedia.org/wiki/Tambov_Donskoye_Airport,
62407,315021,UUU,small_airport,Manumu Airport,-9.0746,147.5735,1800.0,OC,PG,PG-CPM,Manumu,no,,UUU,MMU,,,
62410,32242,UUWR,small_airport,Turlatovo Airport,54.55590057373047,39.855201721191406,502.0,EU,RU,RU-RYA,Ryazan,no,UUWR,RZN,,,https://en.wikipedia.org/wiki/Turlatovo_Airport,Аэропорт Турлатово
62411,42330,UUWV,small_airport,Klokovo Airfield,54.239,37.6,499.0,EU,RU,RU-TUL,Tula,no,UUBT,TYA,,,https://en.wikipedia.org/wiki/Klokovo,Аэродром Клоково
62412,26401,UUWW,large_airport,Vnukovo International Airport,55.5914993286,37.2615013123,685.0,EU,RU,RU-MOS,Moscow,yes,UUWW,VKO,,http://www.vnukovo.ru/eng,https://en.wikipedia.org/wiki/Vnukovo_International_Airport,"MOW, Международный аэропорт Внуково"
62413,32506,UUYH,medium_airport,Ukhta Airport,63.56689834594727,53.8046989440918,482.0,EU,RU,RU-KO,Ukhta,yes,UUYH,UCT,,,https://en.wikipedia.org/wiki/Ukhta_Airport,
62414,42946,UUYI,medium_airport,Inta Airport,66.0548324584961,60.11032104492188,184.0,AS,RU,RU-KO,Inta,no,UUYI,INA,,,https://en.wikipedia.org/wiki/Inta_Airport,Аэропорт Инта
62417,32154,UUYP,medium_airport,Pechora Airport,65.12110137939453,57.13079833984375,98.0,EU,RU,RU-KO,Pechora,yes,UUYP,PEX,,,https://en.wikipedia.org/wiki/Pechora_Airport,
62418,32555,UUYS,medium_airport,Usinsk Airport,66.00469970703125,57.3671989440918,262.0,EU,RU,RU-KO,Usinsk,yes,UUYS,USK,,,https://en.wikipedia.org/wiki/Usinsk_Airport,
62421,32581,UUYW,medium_airport,Vorkuta Airport,67.48860168457031,63.99309921264648,604.0,AS,RU,RU-KO,Vorkuta,yes,UUYW,VKT,,,https://en.wikipedia.org/wiki/Vorkuta_Airport,
62422,42949,UUYX,medium_airport,Ust-Tsylma Airport,65.43729400630001,52.20033645629999,262.0,EU,RU,RU-KO,Ust-Tsylma,no,UUYX,UTS,,,https://en.wikipedia.org/wiki/Ust-Tsylma_Airport,"Ust-Tsilma, Усть-Цильма"
62423,26402,UUYY,medium_airport,Syktyvkar Airport,61.64699935913086,50.84510040283203,342.0,EU,RU,RU-KO,Syktyvkar,yes,UUYY,SCW,,,https://en.wikipedia.org/wiki/Syktyvkar_Airport,
62425,26403,UWGG,medium_airport,Nizhny Novgorod Strigino International Airport,56.230098724365,43.784000396729,256.0,EU,RU,RU-NIZ,Nizhny Novgorod,yes,UWGG,GOJ,,http://www.airportnn.ru/en/,https://en.wikipedia.org/wiki/Nizhny_Novgorod_International_Airport,Strigino Airport
62426,35174,UWKB,medium_airport,Bugulma Airport,54.63999938964844,52.801700592041016,991.0,EU,RU,RU-TA,Bugulma,yes,UWKB,UUA,,,https://en.wikipedia.org/wiki/Bugulma_Airport,Аэропорт Бугульма
62427,26404,UWKD,large_airport,Kazan International Airport,55.606201171875,49.278701782227,411.0,EU,RU,RU-TA,Kazan,yes,UWKD,KZN,,http://www.kazan.aero/en/,https://en.wikipedia.org/wiki/Kazan_International_Airport,
62428,26405,UWKE,medium_airport,Begishevo Airport,55.564701080322266,52.09249877929688,643.0,EU,RU,RU-TA,Nizhnekamsk,yes,UWKE,NBC,,,https://en.wikipedia.org/wiki/Begishevo_Airport,
62431,31707,UWKJ,medium_airport,Yoshkar-Ola Airport,56.70059967041016,47.90470123291016,348.0,EU,RU,RU-ME,Yoshkar-Ola,yes,UWKJ,JOK,,,https://en.wikipedia.org/wiki/Yoshkar-Ola_Airport,Аэропорт Йошкар-Ола
62432,26406,UWKS,medium_airport,Cheboksary Airport,56.09030151367188,47.3473014831543,558.0,EU,RU,RU-CU,Cheboksary,yes,UWKS,CSY,,,https://en.wikipedia.org/wiki/Cheboksary_Airport,
62433,43684,UWKV,medium_airport,Zhigansk Airport,66.7965011597,123.361000061,292.0,AS,RU,RU-SA,Zhigansk,yes,UEVV,ZIX,,,https://en.wikipedia.org/wiki/Zhigansk_Airport,"УЕЖЖ, Аэропорт Жиганск"
62435,35104,UWLL,medium_airport,Ulyanovsk Baratayevka Airport,54.26829910279999,48.226699829100006,463.0,EU,RU,RU-ULY,Ulyanovsk,yes,UWLL,ULV,,,https://en.wikipedia.org/wiki/Ulyanovsk_Baratayevka_Airport,
62437,26407,UWLW,medium_airport,Ulyanovsk East Airport,54.401001,48.8027,252.0,EU,RU,RU-ULY,Cherdakly,yes,UWLW,ULY,,,https://en.wikipedia.org/wiki/Ulyanovsk_Vostochny_Airport,Ulyanovsk Vostochny Airport
62440,26408,UWOO,medium_airport,Orenburg Central Airport,51.79579925537109,55.45669937133789,387.0,EU,RU,RU-ORE,Orenburg,yes,UWOO,REN,,http://www.airoport.orenair.ru/,https://en.wikipedia.org/wiki/Orenburg_Tsentralny_Airport,"Orenburg Tsentralny Airport, Аэропорт Центральный"
62441,26409,UWOR,medium_airport,Orsk Airport,51.0724983215332,58.59560012817383,909.0,EU,RU,RU-ORE,Orsk,yes,UWOR,OSW,,,https://en.wikipedia.org/wiki/Orsk_Airport,
62443,32155,UWPP,medium_airport,Penza Airport,53.110599517822266,45.02109909057617,614.0,EU,RU,RU-PNZ,Penza,yes,UWPP,PEZ,,,https://en.wikipedia.org/wiki/Penza_Airport,Penza South
