,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
228,4650,03N,small_airport,Utirik Airport,11.222,169.852005,4.0,OC,MH,MH-UTI,Utirik Island,yes,K03N,UTK,03N,,https://en.wikipedia.org/wiki/Utirik_Airport,
456,6924,07FA,small_airport,Ocean Reef Club Airport,25.325399398804,-80.274803161621,8.0,,US,US-FL,Key Largo,no,07FA,OCA,07FA,https://www.oceanreef.com/community/private-airport-1345.html,https://en.wikipedia.org/wiki/Ocean_Reef_Club_Airport,
618,7063,0AK,small_airport,Pilot Station Airport,61.934601,-162.899994,305.0,,US,US-AK,Pilot Station,yes,,PQS,0AK,,https://en.wikipedia.org/wiki/Pilot_Station_Airport,
697,7139,0CO2,small_airport,Crested Butte Airpark,38.851918,-106.928341,8980.0,,US,US-CO,Crested Butte,no,0CO2,CSE,0CO2,,,Buckhorn Ranch
1120,7545,0TE7,small_airport,LBJ Ranch Airport,30.251800537100003,-98.6224975586,1515.0,,US,US-TX,Johnson City,no,0TE7,JCY,0TE7,,,
1440,7830,13MA,small_airport,Metropolitan Airport,42.2233009338,-72.31140136719999,418.0,,US,US-MA,Palmer,no,13MA,PMX,13MA,,https://en.wikipedia.org/wiki/Metropolitan_Airport,
1479,7866,13Z,seaplane_base,Loring Seaplane Base,55.6012992859,-131.636993408,0.0,,US,US-AK,Loring,no,13Z,WLR,13Z,,,
1600,7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12.0,,US,US-AK,Nunapitchuk,yes,PPIT,NUP,16A,,https://en.wikipedia.org/wiki/Nunapitchuk_Airport,
1619,7994,16K,seaplane_base,Port Alice Seaplane Base,55.803,-133.597,0.0,,US,US-AK,Port Alice,no,16K,PTC,16K,,,
1776,8126,19AK,small_airport,Icy Bay Airport,59.966269,-141.660118,50.0,,US,US-AK,Icy Bay,no,19AK,ICY,19AK,,https://en.wikipedia.org/wiki/Icy_Bay_Airport,
1812,8159,19P,seaplane_base,Port Protection Seaplane Base,56.328800201416,-133.61000061035,0.0,,US,US-AK,Port Protection,yes,19P,PPV,19P,,https://en.wikipedia.org/wiki/Port_Protection_Seaplane_Base,
2044,8383,1KC,small_airport,Kalakaket Creek AS Airport,64.4166256967,-156.820392609,1598.0,,US,US-AK,Kalakaket Creek,no,1KC,KKK,1KC,,,
2232,8566,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,3258.0,,US,US-CA,Dunsmuir,no,KMHS,MHS,1O6,,https://en.wikipedia.org/wiki/Dunsmuir_Municipal-Mott_Airport,
2426,8753,1XA2,small_airport,Chase Field Industrial Airport,28.362444,-97.661917,190.0,,US,US-TX,Beeville,no,,NIR,TX2,,https://en.wikipedia.org/wiki/Chase_Field_Industrial_Complex,"1XA2, Naval Air Station Chase Field, Beeville Municipal Airport"
2447,8774,1Z1,small_airport,Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,4100.0,,US,US-AZ,Littlefield,no,,GCT,1Z1,,https://en.wikipedia.org/wiki/Grand_Canyon_Bar_10_Airport,Webbs Ranch
2448,8775,1Z9,seaplane_base,Ellamar Seaplane Base,60.893818,-146.704038,0.0,,US,US-AK,Ellamar,no,,ELW,1Z9,,,
3052,9287,2AK,small_airport,Lime Village Airport,61.3591003418,-155.440002441,552.0,,US,US-AK,Lime Village,no,2AK,LVD,2AK,,,23AK
3059,9294,2AK6,small_airport,Hog River Airport,66.2161026,-155.6690063,534.0,,US,US-AK,Hogatza,no,2AK6,HGZ,2AK6,,,
3229,20770,2IG4,small_airport,Ed-Air Airport,38.851398468,-87.4997024536,426.0,,US,US-IN,Oaktown,no,I20,OTN,I20,http://www.edairinc.com/index.html,https://en.wikipedia.org/wiki/Ed-Air_Airport,"Formerly KOTN, Formerly OTN, 2IG4"
3281,9485,2K5,small_airport,Telida Airport,63.393901824951,-153.26899719238,650.0,,US,US-AK,Telida,no,2K5,TLF,2K5,,https://en.wikipedia.org/wiki/Telida_Airport,
3599,9776,2TE0,small_airport,Eagle Air Park,28.982200622559,-95.579696655273,15.0,,US,US-TX,Brazoria,no,2TE0,BZT,2TE0,,,Hinkles Ferry
3736,9902,2Z1,seaplane_base,Entrance Island Seaplane Base,57.412201,-133.43848,0.0,,US,US-AK,Entrance Island,no,,HBH,,,,2Z1
3740,9906,2Z6,seaplane_base,False Island Seaplane Base,57.5321998596,-135.212997437,,,US,US-AK,False Island,no,2Z6,FAK,2Z6,,,
4201,10309,38WA,small_airport,Blakely Island Airport,48.578998565700005,-122.825996399,66.0,,US,US-WA,Blakely Island,no,38WA,BYW,38WA,,,
4266,10366,3AK5,small_airport,Drift River Airport,60.5889015198,-152.162002563,30.0,,US,US-AK,Kenai,no,3AK5,DRF,3AK5,,,
4446,10532,3IS8,small_airport,Rinkenberger Restricted Landing Area,41.2308998108,-89.61569976810001,808.0,,US,US-IL,Bradford,no,3IS8,BDF,3IS8,,,
4800,10856,3VS,small_airport,Roy Otten Memorial Airfield,38.427799224854,-92.875198364258,1030.0,,US,US-MO,Versailles,no,3VS,VRS,3VS,,,
4860,10905,3Z8,seaplane_base,Golden Horn Lodge Seaplane Base,59.7470016479,-158.875,91.0,,US,US-AK,Golden Horn Lodge,no,3Z8,GDH,3Z8,,,
5361,11318,4A2,small_airport,Atmautluak Airport,60.866699,-162.272996,17.0,,US,US-AK,Atmautluak,yes,,ATT,4A2,,https://en.wikipedia.org/wiki/Atmautluak_Airport,08AK
5364,11320,4AK,small_airport,Livengood Camp Airport,65.467,-148.6534,425.0,,US,US-AK,Livengood,no,4AK,LIV,4AK,,,
5537,11485,4K0,small_airport,Pedro Bay Airport,59.7896003723,-154.12399292,45.0,,US,US-AK,Pedro Bay,no,4K0,PDB,4K0,,,
5538,11487,4K5,small_airport,Ouzinkie Airport,57.925362,-152.496715,55.0,,US,US-AK,Ouzinkie,yes,,KOZ,4K5,,https://en.wikipedia.org/wiki/Ouzinkie_Airport,
5539,11488,4KA,small_airport,Tununak Airport,60.575500488281,-165.27200317383,14.0,,US,US-AK,Tununak,no,4KA,TNK,4KA,,https://en.wikipedia.org/wiki/Tununak_Airport,
5799,11728,4TE8,closed,Ben Bruce Memorial Airpark,30.324581,-94.075413,44.0,,US,US-TX,Evadale,no,4TE8,EVA,4TE8,,,
5901,11820,4Z7,seaplane_base,Hyder Seaplane Base,55.903324,-130.009975,,,US,US-AK,Hyder,yes,,WHD,4Z7,,https://en.wikipedia.org/wiki/Hyder_Seaplane_Base,
6003,11900,51Z,small_airport,Minto Al Wright Airport,65.1437,-149.369995,460.0,,US,US-AK,Minto,no,,MNT,51Z,,https://en.wikipedia.org/wiki/Minto_Airport,
6243,12114,57A,seaplane_base,Tokeen Seaplane Base,55.9370994568,-133.32699585,,,US,US-AK,Tokeen,no,57A,TKI,57A,,https://en.wikipedia.org/wiki/Tokeen_Seaplane_Base,
6387,12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66.0,,US,US-AK,Aleknagik,yes,5A8,WKK,5A8,,https://en.wikipedia.org/wiki/Aleknagik_Airport,
6582,12429,5KE,seaplane_base,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,,,US,US-AK,Ketchikan,yes,,WFB,5KE,,https://en.wikipedia.org/wiki/Ketchikan_Harbor_Seaplane_Base,
6726,12560,5NK,small_airport,Naknek Airport,58.735633,-157.02216,70.0,,US,US-AK,Naknek,no,,NNK,5NK,,https://en.wikipedia.org/wiki/Naknek_Airport,
6938,12764,5Z9,seaplane_base,Lake Brooks Seaplane Base,58.554798126221,-155.77699279785,36.0,,US,US-AK,Katmai National Park,no,5Z9,BKF,5Z9,,https://en.wikipedia.org/wiki/Lake_Brooks_Seaplane_Base,
7205,12995,65LA,small_airport,Southern Seaplane Airport,29.866078,-90.021608,,,US,US-LA,Belle Chasse,no,65LA,BCS,65LA,http://southernseaplane.com/cms/?page_id=460,https://en.wikipedia.org/wiki/Southern_Seaplane_Airport,
7454,13208,6CA3,heliport,Catalina Air-Sea Terminal Heliport,33.7491989136,-118.275001526,5.0,,US,US-CA,San Pedro,no,6CA3,SPQ,6CA3,,,
7667,13405,6N5,heliport,East 34th Street Heliport,40.74259948730469,-73.97209930419922,10.0,,US,US-NY,New York,yes,6N5,TSS,6N5,,,
7669,13407,6N7,seaplane_base,New York Skyports Inc Seaplane Base,40.735061,-73.972814,,,US,US-NY,New York,yes,,QNY,6N7,,https://en.wikipedia.org/wiki/New_York_Skyports_Inc._Seaplane_Base,
7750,13485,6OK6,small_airport,Earl Henry Airport,36.7958984375,-97.3170013428,1054.0,,US,US-OK,Blackwell,no,6OK6,BWL,6OK6,,https://en.wikipedia.org/wiki/Earl_Henry_Airport,
8293,13974,78K,seaplane_base,Yes Bay Lodge Seaplane Base,55.9163017273,-131.800994873,,,US,US-AK,Yes Bay,no,78K,WYB,78K,,,
8319,13997,78WA,small_airport,Center Island Airport,48.4901008606,-122.832000732,115.0,,US,US-WA,Center Island,no,78WA,CWS,78WA,,https://en.wikipedia.org/wiki/Center_Island_Airport,
8525,14173,7KA,small_airport,Tatitlek Airport,60.871449,-146.690297,62.0,,US,US-AK,Tatitlek,yes,PAKA,TEK,7KA,,https://en.wikipedia.org/wiki/Tatitlek_Airport,
8629,14270,7NC2,small_airport,Pine Island Airport,36.2535018921,-75.7884979248,16.0,,US,US-NC,Corolla,no,7NC2,DUF,7NC2,,https://en.wikipedia.org/wiki/Pine_Island_Airport,
8821,14453,7WA5,small_airport,Stuart Island Airpark,48.673379,-123.175439,10.0,,US,US-WA,Friday Harbor,no,7WA5,SSW,7WA5,,,
8949,14559,82CL,small_airport,Fort Bragg Airport,39.4743003845,-123.79599762,71.0,,US,US-CA,Fort Bragg,no,82CL,FOB,82CL,,,
9018,14620,83Q,seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,47.734001159668,-122.64700317383,0.0,,US,US-WA,Poulsbo,no,83Q,PUL,83Q,http://www.portofpoulsbo.com/seaplane-base/,,
9033,14633,84CL,heliport,Century City Heliport,34.060798645,-118.417999268,473.0,,US,US-CA,Los Angeles,no,84CL,CCD,84CL,,,
9043,14642,84K,seaplane_base,Meyers Chuck Seaplane Base,55.7396011353,-132.255004883,0.0,,US,US-AK,Meyers Chuck,no,84K,WMK,84K,,,
9261,19113,89NY,small_airport,Maxson Airfield,44.312002,-75.90034,340.0,,US,US-NY,Alexandria Bay,no,89NY,AXB,89NY,https://web.archive.org/web/20161108041600/http://www.maxsonairfield.com/,https://en.wikipedia.org/wiki/Maxson_Airfield,86N
9739,15267,8XS8,small_airport,Reese Airpark,33.590301513672,-102.03700256348,3338.0,,US,US-TX,Lubbock,no,8XS8,REE,8XS8,http://reesetechnologycenter.com/index.php/facilities/airfield-pad-site-development,https://en.wikipedia.org/wiki/Reese_Air_Force_Base,
9780,15300,90WA,small_airport,Waldron Airstrip,48.7118,-123.017998,140.0,,US,US-WA,Eastsound,no,90WA,WDN,90WA,,,Waldronaire
10035,15514,96Z,seaplane_base,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,0.0,,US,US-AK,Whale Pass,no,,WWP,96Z,,,"North Whale SPB, North Whale Pass"
10187,15640,9A3,small_airport,Chuathbaluk Airport,61.579102,-159.216003,244.0,,US,US-AK,Chuathbaluk,yes,PACH,CHU,9A3,,https://en.wikipedia.org/wiki/Chuathbaluk_Airport,
10188,15641,9A8,small_airport,Ugashik Airport,57.523476,-157.396344,25.0,,US,US-AK,Ugashik,no,,UGS,9A8,,https://en.wikipedia.org/wiki/Ugashik_Airport,
10216,15656,9B1,closed,Marlboro Airport,42.343201,-71.509002,285.0,,US,US-MA,Marlboro,no,,MXG,,,https://en.wikipedia.org/wiki/Marlboro_Airport,"9B1, MXG"
10418,15836,9N2,seaplane_base,Philadelphia Seaplane Base,39.859001159668,-75.299598693848,0.0,,US,US-PA,Essington,no,9N2,PSQ,9N2,http://www.phillyseaplanebase.com/,https://en.wikipedia.org/wiki/Philadelphia_Seaplane_Base,Chandler Field
10665,16069,9Z8,small_airport,Levelock Airport,59.12606,-156.860906,39.0,,US,US-AK,Levelock,yes,,KLL,9Z8,,https://en.wikipedia.org/wiki/Levelock_Airport,
10669,16074,A23,seaplane_base,Saginaw Seaplane Base,56.8862991333,-134.158004761,0.0,,US,US-AK,Saginaw Bay,no,A23,SGW,A23,,https://en.wikipedia.org/wiki/Saginaw_Seaplane_Base,
10677,16082,A61,small_airport,Tuntutuliak Airport,60.3353004456,-162.667007446,16.0,,US,US-AK,Tuntutuliak,no,A61,WTL,A61,,https://en.wikipedia.org/wiki/Tuntutuliak_Airport,
10678,16083,A63,small_airport,Twin Hills Airport,59.07559967041,-160.27299499512,82.0,,US,US-AK,Twin Hills,no,A63,TWA,A63,,https://en.wikipedia.org/wiki/Twin_Hills_Airport,AK63
10684,16089,A79,small_airport,Chignik Lake Airport,56.2550010681,-158.774993896,50.0,,US,US-AK,Chignik Lake,yes,A79,KCQ,A79,,https://en.wikipedia.org/wiki/Chignik_Lake_Airport,
10712,324756,AAD,small_airport,Adado Airport,6.095802,46.6375,1001.0,AF,SO,SO-GA,Adado,no,,AAD,,,https://en.wikipedia.org/wiki/Adado_Airport,Cadaado Airport
10716,301645,ABP,small_airport,Atkamba Airport,-6.0655555555600005,141.095277778,150.0,OC,PG,PG-WPD,Atkamba Mission,no,,ABP,AKA,,https://en.wikipedia.org/wiki/Atkamba_Airport,
10717,321987,ABW,closed,Abau Airport,-10.1956,148.7389,10.0,OC,PG,PG-CPM,Abau,no,,ABW,,,https://en.wikipedia.org/wiki/Abau_Airport,
10718,335716,ACFC,small_airport,Woodland Airpark (duplicate),15.253888,120.677222,100.0,AS,PH,PH-PAM,Magalang,no,,WAP,,http://angelesflying.com/aboutus.html,,ACFC
10721,41841,AD-ALV,heliport,Andorra la Vella (Our Lady of Meritxell Hospital) Heliport,42.511174,1.533551,3450.0,EU,AD,AD-08,Escaldes-Engordany,no,,ALV,,,http://pl.wikipedia.org/wiki/Heliport_Andorra_la_Vella,
10722,301695,ADC,small_airport,Andakombe Airport,-7.13722222222,145.744722222,3600.0,OC,PG,PG-EHG,Andekombe,no,AYAN,ADC,ADK,,https://en.wikipedia.org/wiki/Andakombe_Airport,
10724,309426,ADV,small_airport,El Daein Airport,11.4023,26.1186,1560.0,AF,SD,SD-DE,El Daein,no,,ADV,,,https://en.wikipedia.org/wiki/Ed_Daein_Airport,
10730,313546,AE-0006,seaplane_base,Jebel Ali Seaplane Base,24.988967,55.023796,0.0,AS,AE,AE-DU,Jebel Ali,no,,DJH,,,,
10812,300307,AEE,small_airport,Adareil Airport,10.0536111111,32.9594444444,1301.0,AF,SS,SS-23,,no,,AEE,,,,
10813,300646,AEI,heliport,Algeciras Heliport,36.12888,-5.441118,98.0,EU,ES,ES-CA,Algeciras,yes,LEAG,AEI,,http://www.aena-aeropuertos.es/csee/Satellite/Helipuerto-Algeciras/en/Algeciras.html,https://en.wikipedia.org/wiki/Algeciras_Heliport,
10814,299319,AEK,small_airport,Aseki Airport,-7.35080485552,146.19386673,4106.0,OC,PG,PG-MPL,Aseki,no,AYAX,AEK,ASE,,,
10815,330359,AEQ,small_airport,Ar Horqin Airport,43.87042,120.15958,1335.0,AS,CN,CN-15,Chifeng,no,,AEQ,,,https://en.wikipedia.org/wiki/Ar_Horqin_Airport,
10834,35364,AF10,small_airport,Orūzgān Airport,32.9029998779,66.630897522,6725.0,AS,AF,AF-ORU,Orūzgān,no,OARG,URZ,,,,"Uruzgan, Urozgan"
10835,35365,AF11,small_airport,Salerno Airport,33.3638,69.9561,3780.0,AS,AF,AF-KHO,Khost,no,OASL,OLR,,,https://en.wikipedia.org/wiki/FOB_Salerno,"AF11, Forward Operating Base Serlano, Salerno Landing Zone"
10840,309041,AFK,seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,95.0,AS,LK,LK-5,Ampara,no,,AFK,,,,
10841,301665,AFR,small_airport,Afore Airstrip,-9.14222222222,148.390833333,2500.0,OC,PG,PG-NPP,,no,AYAF,AFR,AFE,,,
10843,301649,AGAF,small_airport,Afutara Aerodrome,-9.19138888889,160.948611111,23.0,OC,SB,SB-ML,Bila,yes,AGAF,AFT,,,https://en.wikipedia.org/wiki/Afutara_Airport,
10844,302290,AGAR,small_airport,Ulawa Airport,-9.86054358262,161.979546547,40.0,OC,SB,SB-MK,Arona,no,AGAR,RNA,,,https://en.wikipedia.org/wiki/Ulawa_Airport,
10845,35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,yes,AGAT,ATD,,,https://en.wikipedia.org/wiki/Uru_Harbour_Airport,
10846,32570,AGBA,small_airport,Barakoma Airport,-7.912779808044434,156.70599365234375,,OC,SB,SB-WE,Barakoma,no,AGBA,VEV,,,,
10847,31524,AGEV,small_airport,Geva Airport,-7.575829982757568,156.5970001220703,,OC,SB,SB-WE,Liangia,no,AGEV,GEF,,,,
10848,301650,AGG,small_airport,Angoram Airport,-4.05583333333,144.073888889,75.0,OC,PG,PG-ESW,Angoram,no,,AGG,ANG,,,
10849,30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5.0,OC,SB,SB-ML,Auki,yes,AGGA,AKS,,,https://en.wikipedia.org/wiki/Auki_Airport,
10850,302047,AGGB,small_airport,Bellona/Anua Airport,-11.3022222222,159.798333333,60.0,OC,SB,SB-RB,Anua,yes,AGGB,BNY,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,
10851,302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,,yes,AGGC,CHY,,,https://en.wikipedia.org/wiki/Choiseul_Bay_Airport,
10852,30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5.0,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,,,https://en.wikipedia.org/wiki/Balalae_Airport,
10853,35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands
10854,3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28.0,OC,SB,SB-CT,Honiara,yes,AGGH,HIR,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
10855,31885,AGGI,small_airport,Babanakira Airport,-9.7475004196167,159.83900451660156,,OC,SB,SB-GU,Mbambanakira,yes,AGGI,MBU,,,,Mbambanakira Airport
10856,301837,AGGJ,small_airport,Avu Avu Airport,-9.86833333333,160.410555556,25.0,OC,SB,SB-GU,,no,AGGJ,AVU,,,,
10857,31686,AGGK,small_airport,Ngorangora Airport,-10.4497003555,161.897994995,54.0,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,,,https://en.wikipedia.org/wiki/Kirakira_Airport,
10858,32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972076416,165.7949981689453,18.0,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,,,,
10859,4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10.0,OC,SB,SB-WE,Munda,yes,AGGM,MUA,,,https://en.wikipedia.org/wiki/Munda_Airport,
10860,31563,AGGN,small_airport,Nusatupe Airport,-8.09778022766,156.863998413,13.0,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,,,https://en.wikipedia.org/wiki/Nusatupe_Airport,
10861,31932,AGGO,small_airport,Mono Airport,-7.416940212249756,155.56500244140625,,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,,,https://en.wikipedia.org/wiki/Mono_Airport,
10862,32174,AGGP,small_airport,Parasi Airport,-9.64167022705078,161.4250030517578,,OC,SB,SB-ML,Parasi,no,AGGP,PRS,,,,
10863,299315,AGGQ,closed,Ontong Java Atoll Airstrip,-5.515,159.527778,10.0,OC,SB,SB-ML,Ontong Java Atoll,no,AGGQ,OTV,,,,"Luangiua, Lord Howe Atoll"
10864,35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.533900260925291,160.06300354003906,,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,,,,
10865,30989,AGGS,small_airport,Sege Airport,-8.578889846801758,157.87600708007812,,OC,SB,SB-WE,Sege,no,AGGS,EGM,,,,
10866,308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3.0,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),
10867,32238,AGGU,small_airport,Marau Airport,-9.86166954041,160.824996948,,OC,SB,SB-GU,Marau,yes,AGGU,RUS,,,https://en.wikipedia.org/wiki/Marau_Airport,
10868,32564,AGGV,small_airport,Suavanao Airport,-7.585559844970703,158.7310028076172,,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,,,,
10869,302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60.0,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,,,https://en.wikipedia.org/wiki/Yandina_Airport,
10871,301651,AGK,small_airport,Kagua Airport,-6.396388888890001,143.853611111,5350.0,OC,PG,PG-SHM,Kagua,no,,AGK,,,,
10872,35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30.0,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,,,https://en.wikipedia.org/wiki/Kaghau_Airport,Kagau Island
10873,310179,AGKU,small_airport,Kukudu Airport,-8.0262,156.94783,32.0,OC,SB,SB-WE,Kolombangara Island,no,AGKU,KUE,,,,Kukundu
10874,308424,AGKW,small_airport,Kwailabesi Airport,-8.360508,160.775127,52.0,OC,SB,SB-ML,Kwailabesi,no,AGKW,KWS,,,,
10875,301652,AGL,small_airport,Wanigela Airport,-9.3375,149.155555556,53.0,OC,PG,PG-NPP,,no,AYWG,AGL,WGL,,https://en.wikipedia.org/wiki/Wanigela_Airport,
10876,310002,AGNA,small_airport,Nana Airport,-10.6758,162.2049,60.0,OC,SB,SB-MK,Star Harbor,no,AGNA,NAZ,,,,
10877,32211,AGRC,small_airport,Ringi Cove Airport,-8.12639045715332,157.14300537109375,,OC,SB,SB-WE,Ringi Cove,no,AGRC,RIN,,,,
10878,35170,AGRM,small_airport,Ramata Airport,-8.168060302734375,157.64300537109375,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,,,https://en.wikipedia.org/wiki/Ramata_Airport,
10879,306999,AGTI,heliport,Tulaghi Heliport,-9.108,160.149166667,3.0,OC,SB,SB-CE,Tulaghi Island,no,AGTI,TLG,,,,Tulagi
10880,314491,AGY,small_airport,Argyle Downs Airport,-16.514,128.9245,407.0,OC,AU,AU-WA,Argyle Downs,no,,AGY,,,https://en.wikipedia.org/wiki/Argyle_Downs_Airport,
10881,312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600.0,AS,CN,CN-51,Aba,no,ZUHY,AHJ,,,https://en.wikipedia.org/wiki/Hongyuan_Airport,
10882,299321,AHT,closed,Amchitka Air Force Base,51.377778,179.259167,215.0,,US,US-AK,Amchitka Island,no,PAHT,AHT,,,https://en.wikipedia.org/wiki/Amchitka_Army_Airfield,"Constantine Harbor, Amchitka Army Airfield"
10883,299324,AHY,small_airport,Ambatolhy Airport,-20.0158333333,45.535,340.0,AF,MG,MG-U,Ambatolahy,no,,AHY,,,,
10885,46170,AIE,small_airport,Aiome Airport,-5.145699978,144.7307003,350.0,OC,PG,PG-MPM,Aiome,no,AYAO,AIE,AIO,,https://en.wikipedia.org/wiki/Aiome_Airport,
10886,301654,AIH,small_airport,Aiambak Airport,-7.342777777779999,141.2675,90.0,OC,PG,PG-WPD,Aiambak,no,AYAK,AIH,AMB,,https://en.wikipedia.org/wiki/Aiambak_Airport,
10887,299328,AIP,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16.0,OC,MH,MH-ALL,Bigatyelang Island,yes,,AIC,,,https://en.wikipedia.org/wiki/Ailinglaplap_Airok_Airport,
10902,16108,AK13,small_airport,Chena Hot Springs Airport,65.0518035889,-146.04699707,1195.0,,US,US-AK,Chena Hot Springs,no,AK13,CEX,AK13,,,
10913,16120,AK26,small_airport,Solomon State Field,64.5605,-164.4457,25.0,,US,US-AK,Solomon,no,AK26,SOL,AK26,,,
10920,16125,AK33,small_airport,Herendeen Bay Airport,55.801399231,-160.899002075,20.0,,US,US-AK,Herendeen Bay,no,AK33,HED,AK33,,,
10936,16141,AK49,small_airport,Taylor Airport,65.6792984009,-164.798995972,440.0,,US,US-AK,Taylor,no,AK49,TWE,AK49,,,
10944,16149,AK56,seaplane_base,Tikchik Lodge Seaplane Base,59.9631996155,-158.477005005,304.0,,US,US-AK,Tikchik,no,AK56,KTH,AK56,,,
10950,16155,AK62,seaplane_base,Naukati Bay Seaplane Base,55.849602,-133.227994,0.0,,US,US-AK,Tuxekan Island,no,AK62,NKI,AK62,,https://en.wikipedia.org/wiki/Naukati_Bay_Seaplane_Base,"62A, Nichin Cove Seaplane Base, WNC"
10958,16165,AK71,small_airport,Point Lonely Short Range Radar Site Airfield,70.911118,-153.237766,17.0,,US,US-AK,Point Lonely,no,PALN,LNI,AK71,,https://en.wikipedia.org/wiki/Point_Lonely_Short_Range_Radar_Site,Lonely Air Station
10962,16169,AK75,small_airport,Candle 2 Airport,65.907699585,-161.925994873,15.0,,US,US-AK,Candle,no,AK75,CDL,AK75,,,
10968,16174,AK81,seaplane_base,Amook Bay Seaplane Base,57.4715003967,-153.815002441,,,US,US-AK,Amook Bay,yes,AK81,AOS,AK81,,https://en.wikipedia.org/wiki/Amook_Bay_Seaplane_Base,
10984,16188,AK97,small_airport,Boswell Bay Airport,60.4230995178,-146.145996094,230.0,,US,US-AK,Boswell Bay,no,AK97,BSW,AK97,,https://en.wikipedia.org/wiki/Boswell_Bay_Airport,
10987,301754,AKM,small_airport,Zakuoma Airport,10.8902777778,19.8172222222,1370.0,AF,TD,TD-SA,ZaKouma,no,,AKM,,,https://en.wikipedia.org/wiki/Zakouma_Airport,
11065,16262,AL73,small_airport,Sharpe Field,32.4919013977,-85.7755966187,253.0,,US,US-AL,Tuskegee,no,AL73,TGE,AL73,,https://en.wikipedia.org/wiki/Sharpe_Field,
11092,16289,ALZ,seaplane_base,Alitak Seaplane Base,56.8995018005,-154.248001099,,,US,US-AK,Lazy Bay,no,,ALZ,ALZ,,https://en.wikipedia.org/wiki/Alitak_Seaplane_Base,
11103,45229,AMC,small_airport,Mar de Cortés International Airport,31.351987,-113.305177,71.0,,MX,MX-SON,Puerto Peñasco,yes,MMPE,PPE,83550,,https://en.wikipedia.org/wiki/Mar_de_Cort%C3%A9s_International_Airport,
11104,301755,AME,small_airport,Alto Molocue Airport,-15.6102777778,37.6813888889,1950.0,AF,MZ,MZ-Q,Alto Molocue,no,,AME,,,,
11105,301676,AMF,small_airport,Ama Airport,-4.10111111111,141.67,145.0,OC,PG,PG-ESW,,no,AYAA,AMF,AMA,,,
11106,343858,AMG,closed,Amboin Airstrip,-4.605642,143.485308,87.0,OC,PG,PG-ESW,Amboin,no,,AMG,,,,
11107,301689,AMU,small_airport,Amanab Airport,-3.586,141.214333333,1307.0,OC,PG,PG-SAN,Amanab,no,AYAM,AMU,ANA,,,
11108,301758,AMY,small_airport,Ambatomainty Airport,-17.6866666667,45.623888888900005,1025.0,AF,MG,MG-M,,no,,AMY,,,,
11112,301759,ANH,closed,Anuha Island Resort Airport,-9.00138888889,160.225,22.0,OC,SB,SB-CE,Anhua Island,no,,ANH,,,,
